ph,hardness,solid,chloramine,sulfate,conductivity,carbon,trihalo,turbidity,potability
8.26,208.19,"24,870.83",4.93,,441.05,19.10,50.66,2.80,0.00
8.86,233.63,"19,550.30",6.52,,285.41,13.09,25.06,2.48,0.00
7.50,207.14,"39,423.67",8.49,325.40,569.57,14.31,,3.36,0.00
10.16,243.61,"16,522.72",3.99,310.85,487.70,17.22,83.87,3.53,0.00
,167.47,"11,532.22",7.71,361.01,625.35,14.15,74.83,4.09,0.00
6.04,164.03,"9,943.64",7.72,350.76,374.79,16.67,65.54,3.92,0.00
,183.49,"12,675.94",9.78,319.87,482.45,13.31,46.85,3.24,0.00
6.06,149.12,"23,603.50",6.54,302.70,393.29,17.62,54.22,4.27,0.00
8.01,187.23,"49,341.42",4.34,300.70,437.33,13.97,,5.29,0.00
,193.46,"18,519.16",8.02,,374.32,13.75,43.74,2.68,0.00
7.04,199.60,"23,951.11",8.23,320.48,419.66,11.96,63.93,4.58,0.00
,202.57,"22,256.95",6.91,304.95,434.20,13.70,64.21,4.48,0.00
8.24,212.82,"24,414.97",5.41,,445.56,12.41,48.56,3.69,0.00
6.57,186.94,"22,723.81",6.21,330.79,385.02,12.06,72.60,4.98,0.00
7.34,188.85,"30,042.93",7.47,309.61,465.50,11.05,47.18,3.74,0.00
4.85,146.63,"20,227.64",6.34,368.94,346.52,15.27,56.99,3.64,0.00
6.92,223.33,"17,862.14",8.00,299.40,428.95,12.23,68.84,2.69,0.00
6.71,226.43,"8,238.29",7.69,289.92,284.77,11.87,51.88,4.07,0.00
6.89,170.57,"17,475.47",5.19,363.31,641.59,17.18,40.92,4.57,0.00
9.86,278.08,"12,978.20",6.91,319.38,486.64,14.35,84.80,3.70,0.00
,210.20,"26,894.14",4.31,329.15,344.52,15.11,,4.90,0.00
8.04,233.86,"8,201.36",8.29,,461.21,12.88,68.75,3.83,0.00
9.82,218.02,"15,120.92",3.12,,498.93,14.84,42.17,3.23,0.00
10.89,283.90,"15,177.22",4.66,334.18,420.61,12.70,72.10,4.00,0.00
9.83,263.63,"13,345.37",6.57,295.77,462.44,12.00,76.02,3.31,0.00
6.53,176.94,"18,533.34",6.08,336.30,491.48,13.53,96.94,4.06,0.00
4.09,146.79,"24,252.46",7.25,282.69,482.29,10.61,70.07,5.95,0.00
,197.71,"12,962.39",6.48,362.72,503.84,18.89,80.35,3.50,0.00
,232.86,"32,600.43",6.70,343.60,447.39,13.90,52.89,3.17,0.00
,192.62,"36,520.66",7.46,,474.15,16.99,82.44,4.32,0.00
6.18,193.28,"32,875.19",10.90,337.51,414.90,13.00,69.87,3.34,0.00
8.74,257.23,"12,726.30",10.33,356.42,506.38,11.34,69.43,3.37,0.00
8.24,245.09,"18,001.46",9.37,350.61,344.06,13.90,,4.67,0.00
9.15,229.54,"24,560.70",7.04,372.69,395.40,14.25,40.97,3.79,0.00
,208.84,"11,610.00",6.45,,407.02,7.07,76.38,3.81,0.00
6.32,143.30,"22,577.82",5.69,338.90,573.81,15.32,48.97,3.40,0.00
5.69,165.91,"22,396.21",6.68,309.12,530.07,11.47,,4.68,0.00
,201.83,"29,508.49",3.93,325.06,428.66,8.82,76.37,4.12,0.00
,139.96,"31,421.14",6.63,346.44,378.77,17.54,54.80,4.54,0.00
7.19,175.46,"34,933.78",5.43,332.20,411.30,11.67,60.28,4.32,0.00
7.38,188.31,"12,320.51",5.49,343.24,475.30,17.83,38.34,4.34,0.00
6.17,187.79,"10,498.64",7.72,322.52,467.09,21.23,68.16,4.13,0.00
9.08,215.91,"14,153.64",5.02,333.50,311.80,10.78,69.11,3.44,0.00
8.85,222.97,"19,258.80",5.70,395.73,467.09,10.45,73.78,3.46,0.00
6.77,179.81,"23,793.03",5.33,333.20,461.53,13.56,60.57,4.15,0.00
,207.06,"30,573.07",4.44,341.89,393.51,15.56,81.42,3.11,0.00
8.54,183.91,"33,037.35",2.73,358.56,631.50,17.33,68.18,2.85,0.00
9.56,251.81,"17,156.34",6.25,346.71,410.32,18.63,82.96,3.18,0.00
5.50,150.08,"43,195.47",6.57,322.52,287.29,11.23,71.82,3.67,0.00
5.20,175.16,"33,473.11",8.41,319.25,484.28,16.81,94.36,5.38,0.00
7.28,197.60,"23,112.50",9.50,332.33,449.36,14.46,70.00,3.57,0.00
5.87,185.40,"14,343.42",9.69,333.56,409.11,14.74,64.18,3.74,0.00
5.74,158.32,"25,363.02",7.73,377.54,568.30,13.63,75.95,4.73,0.00
6.16,176.03,"26,369.03",9.77,347.89,453.71,13.25,61.06,5.08,0.00
7.29,191.77,"41,569.95",5.31,321.32,342.50,13.79,54.46,3.34,0.00
7.05,212.43,"7,450.07",8.73,,396.05,11.38,75.22,4.78,0.00
,199.94,"25,973.33",6.49,336.04,344.97,12.64,46.85,3.15,0.00
3.15,142.27,"23,257.21",8.28,293.16,391.84,8.92,68.32,3.47,0.00
5.67,162.89,"31,883.01",8.31,350.68,550.82,15.63,72.46,4.57,0.00
8.31,245.72,"7,929.50",8.83,373.46,348.62,14.11,84.74,4.41,0.00
7.10,206.83,"24,548.60",5.38,,365.40,12.50,79.30,4.57,0.00
7.96,199.11,"20,425.77",8.17,380.08,333.16,14.54,62.25,3.73,0.00
7.40,218.82,"8,136.07",6.29,310.76,518.73,15.19,50.84,4.88,0.00
9.73,244.93,"18,976.23",4.75,330.64,383.95,14.90,,3.51,0.00
8.04,199.21,"40,368.42",7.31,,293.83,14.25,68.76,3.57,0.00
,250.57,"24,538.44",7.29,345.11,426.10,13.98,60.16,6.10,0.00
5.68,151.09,"26,373.50",5.65,,468.47,8.62,102.25,5.38,0.00
8.39,224.35,"23,961.50",4.72,337.41,476.58,17.21,64.98,3.71,0.00
8.53,227.69,"27,352.34",7.68,350.00,388.14,12.61,80.19,4.60,0.00
6.24,178.30,"21,919.59",7.09,335.86,287.57,17.46,46.95,3.85,0.00
5.87,186.18,"18,909.85",8.49,328.75,427.18,13.30,52.16,3.73,0.00
6.43,176.86,"26,755.72",6.53,316.54,505.12,21.32,60.13,3.12,0.00
6.07,200.92,"9,323.22",9.39,325.47,450.44,12.42,73.91,4.91,0.00
6.66,229.34,"9,632.73",11.30,326.16,439.12,21.16,40.10,3.67,0.00
7.51,188.22,"31,920.58",5.71,334.24,436.40,15.22,43.36,4.74,0.00
5.90,192.04,"14,704.91",7.91,305.81,429.77,15.02,44.89,5.08,0.00
6.45,218.91,"12,812.56",10.91,,421.30,8.01,79.09,4.07,0.00
8.55,209.68,"22,377.27",2.65,322.16,413.67,13.00,42.99,4.59,0.00
7.12,183.40,"31,295.90",4.43,,411.62,14.07,77.19,3.75,0.00
8.56,214.11,"38,767.76",6.61,310.01,382.62,15.90,57.20,2.59,0.00
4.62,121.04,"22,981.75",8.30,372.04,260.57,13.05,66.55,3.42,0.00
,143.10,"19,290.57",6.08,370.87,486.06,13.92,63.80,4.12,0.00
6.09,192.12,"17,279.96",8.93,,413.25,12.74,85.03,5.08,0.00
9.66,240.35,"20,269.73",7.05,374.18,567.78,15.59,55.84,4.64,0.00
8.12,200.10,"15,513.01",6.05,,421.06,8.32,53.78,4.41,0.00
,209.16,"7,845.47",7.67,433.69,421.63,16.35,,4.45,0.00
6.91,206.25,"10,343.38",7.77,324.38,521.32,16.17,68.25,2.99,0.00
7.34,188.80,"24,266.52",6.84,326.25,500.39,13.37,65.91,3.94,0.00
7.77,212.32,"24,145.39",7.93,364.08,464.11,15.47,70.11,4.40,0.00
8.43,240.08,"10,823.30",8.42,317.30,426.18,8.08,49.27,3.17,0.00
6.89,184.07,"13,376.68",6.87,333.80,508.68,16.59,81.71,4.96,0.00
5.95,190.55,"12,767.66",8.94,323.74,499.94,12.42,54.10,4.90,0.00
6.36,207.42,"9,844.70",9.77,320.63,466.59,19.16,58.27,4.04,0.00
5.33,149.96,"19,693.91",7.15,336.01,286.00,14.30,46.11,4.73,0.00
,232.60,"10,634.06",7.56,334.05,542.21,14.01,85.22,4.80,0.00
8.47,224.17,"22,523.12",6.67,286.94,330.04,17.74,77.82,3.95,0.00
7.43,192.15,"36,990.96",5.10,,590.51,18.74,24.73,4.36,0.00
11.22,237.58,"21,871.79",3.07,,374.02,15.80,64.49,5.75,0.00
5.71,187.08,"12,193.61",8.29,351.57,577.40,14.36,,3.34,0.00
6.56,152.12,"22,624.03",7.76,387.52,393.82,10.11,55.29,3.66,0.00
5.61,190.34,"12,308.23",8.55,311.68,399.61,18.52,67.23,3.75,0.00
,183.22,"20,311.40",6.79,381.46,344.97,11.14,71.70,3.89,0.00
,187.02,"28,988.70",5.59,333.22,478.77,15.01,69.81,3.67,0.00
,223.89,"8,722.15",8.57,,375.14,15.43,64.56,3.44,0.00
7.54,227.32,"12,610.94",9.51,345.14,343.24,12.77,82.83,5.11,0.00
8.85,197.78,"20,129.36",5.18,329.50,356.48,11.88,45.71,2.99,0.00
7.68,211.66,"12,723.34",6.67,380.95,360.11,14.18,69.95,5.04,0.00
,172.97,"24,445.99",7.03,,571.63,11.55,56.50,4.73,0.00
6.45,181.59,"18,460.68",8.73,,353.60,13.94,73.99,3.93,0.00
10.20,256.70,"28,703.75",7.94,326.46,552.16,8.80,,4.38,0.00
7.77,223.06,"14,945.30",6.03,,482.41,6.75,83.19,3.67,0.00
,191.30,"17,540.58",8.78,,323.81,19.07,61.56,4.13,0.00
9.76,244.46,"17,940.10",7.15,,337.71,23.67,73.23,3.75,0.00
,159.40,"61,227.20",3.71,312.98,377.07,17.25,82.20,3.86,0.00
6.41,182.89,"17,851.06",7.46,332.49,398.78,17.30,64.07,4.57,0.00
,253.05,"28,864.91",8.52,364.75,479.70,15.82,70.76,4.70,0.00
8.45,228.52,"28,966.57",6.18,,361.71,14.55,60.61,4.40,0.00
4.14,116.34,"17,101.95",8.65,322.89,360.65,7.85,70.98,4.33,0.00
7.68,233.30,"23,673.10",8.41,,232.61,18.46,60.99,5.04,0.00
,243.68,"20,976.79",6.50,350.45,487.56,10.45,84.18,3.56,0.00
5.70,170.50,"17,121.51",9.54,374.78,378.87,10.97,63.29,5.96,0.00
6.38,177.51,"41,243.04",6.67,,486.81,13.49,65.37,4.16,0.00
5.52,190.67,"17,638.32",10.53,,461.93,12.53,44.89,4.52,0.00
3.85,131.40,"19,639.80",7.75,305.38,456.51,16.86,81.53,4.29,0.00
7.56,253.84,"16,642.88",11.22,,555.93,15.15,81.75,4.17,0.00
7.39,214.29,"11,694.64",9.27,375.51,356.81,15.18,80.23,3.83,0.00
7.76,193.72,"20,019.26",8.34,373.60,375.07,11.44,28.99,4.11,0.00
,205.55,"24,820.49",7.23,329.40,386.31,9.22,69.70,4.25,0.00
7.51,192.47,"17,045.60",8.82,346.74,266.36,15.93,83.26,4.32,0.00
,119.89,"22,331.24",8.05,351.16,472.06,16.64,62.65,4.66,0.00
5.06,155.49,"19,003.96",6.25,305.85,518.10,15.77,97.20,4.43,0.00
5.83,165.47,"30,021.26",8.43,334.40,494.15,16.67,69.58,5.19,0.00
5.86,163.50,"19,231.03",6.54,339.37,468.38,19.75,61.79,2.75,0.00
8.89,184.87,"41,801.44",3.41,337.05,461.08,13.72,42.08,4.52,0.00
10.15,244.21,"24,755.96",4.71,299.80,387.59,15.36,70.82,3.73,0.00
,227.43,"32,102.19",3.65,321.67,433.28,11.69,57.05,3.58,0.00
7.68,221.58,"25,475.88",9.91,,372.80,12.05,51.89,4.78,0.00
7.46,225.31,"16,242.06",8.20,350.11,331.67,13.11,60.16,2.93,0.00
,217.94,"37,820.05",8.30,,367.57,15.42,36.45,2.99,0.00
4.81,150.45,"27,547.81",7.57,296.00,521.56,16.30,44.29,2.86,0.00
5.72,182.44,"13,463.85",8.25,,401.51,13.36,52.95,3.51,0.00
9.96,276.70,"18,743.22",9.16,361.22,457.55,21.56,93.74,5.22,0.00
3.23,120.79,"13,691.09",6.84,328.24,261.44,18.41,54.85,3.28,0.00
10.19,286.57,"7,105.80",9.84,321.69,437.88,12.87,78.73,4.64,0.00
6.26,185.98,"5,157.05",7.80,338.20,570.29,14.60,,4.59,0.00
7.40,229.78,"28,630.95",8.71,302.32,437.37,11.93,78.58,3.80,0.00
9.27,256.27,"26,912.23",5.77,274.65,467.75,12.38,89.90,3.74,0.00
4.70,169.94,"7,028.84",8.99,317.83,289.54,8.07,63.66,4.14,0.00
8.65,218.17,"14,799.31",6.16,366.15,416.87,8.95,72.62,5.15,0.00
8.02,228.11,"27,405.32",6.49,,494.62,8.72,56.19,4.36,0.00
8.19,229.61,"13,197.57",6.01,334.05,605.47,14.86,103.32,3.69,0.00
9.34,230.43,"18,254.11",6.11,,294.58,12.91,91.86,4.60,0.00
,228.25,"18,593.22",5.91,,475.30,13.67,54.49,4.12,0.00
4.89,153.51,"9,559.55",7.85,349.82,496.87,11.46,61.11,3.90,0.00
6.06,211.77,"4,440.28",9.51,,316.92,17.77,53.54,3.36,0.00
5.66,146.76,"19,271.90",6.39,316.50,469.90,11.97,62.00,4.40,0.00
7.89,164.71,"17,645.07",7.14,,634.12,21.98,33.28,4.64,0.00
11.91,298.10,"17,083.18",5.88,,400.33,14.06,64.37,4.26,0.00
8.81,270.21,"12,138.42",10.52,360.30,437.52,15.95,67.88,5.59,0.00
4.13,113.02,"40,528.81",6.49,,392.11,15.79,68.80,3.50,0.00
5.74,149.17,"28,628.15",5.07,,465.55,12.20,65.91,4.09,0.00
8.00,237.52,"18,419.13",8.32,308.01,396.38,13.49,82.75,4.52,0.00
8.78,191.53,"21,768.64",4.75,387.25,435.52,11.88,56.03,3.83,0.00
8.30,222.95,"26,030.62",7.11,,368.28,14.38,70.07,3.39,0.00
5.08,191.77,"17,739.20",9.11,309.79,413.16,12.31,88.89,5.06,0.00
5.81,184.03,"10,112.21",6.54,309.45,441.59,11.44,77.51,3.72,0.00
3.42,141.30,"16,017.61",8.21,,580.87,10.60,94.95,3.68,0.00
5.91,148.61,"14,467.79",6.16,,427.04,14.42,56.46,2.50,0.00
6.78,236.28,"8,213.77",9.33,,501.02,11.59,91.68,4.78,0.00
6.84,205.67,"18,321.33",6.71,297.84,494.48,13.81,70.71,4.95,0.00
4.88,136.56,"28,392.42",8.44,,386.10,13.83,73.82,3.62,0.00
8.33,238.99,"11,635.77",3.92,276.40,406.25,15.41,,2.69,0.00
7.82,225.11,"16,403.95",7.09,313.17,413.21,15.38,32.68,2.40,0.00
5.43,167.02,"24,930.20",7.97,334.09,400.39,18.18,70.31,2.85,0.00
4.56,156.42,"14,400.72",9.46,,483.75,7.90,54.91,4.39,0.00
7.33,189.45,"32,358.54",6.35,341.35,490.63,12.54,61.58,2.64,0.00
7.11,196.53,"27,022.71",6.18,,497.52,18.70,59.73,3.76,0.00
6.38,170.23,"16,079.36",5.43,331.86,311.77,15.70,54.01,4.28,0.00
9.34,248.38,"17,416.80",6.67,342.72,505.68,19.74,58.66,1.87,0.00
,130.56,"17,429.58",6.32,322.06,524.65,15.32,75.38,5.54,0.00
8.93,278.23,"14,179.62",8.13,318.36,335.24,16.66,48.36,4.37,0.00
10.60,274.97,"21,558.31",6.11,350.36,331.12,12.61,,5.48,0.00
6.84,196.20,"11,877.24",9.62,365.35,363.80,14.92,41.12,4.78,0.00
5.60,183.57,"20,411.66",9.75,336.40,368.36,11.10,66.82,4.36,0.00
6.10,179.40,"24,196.26",7.16,321.44,525.90,13.48,60.06,2.29,0.00
6.49,189.03,"30,453.62",6.06,297.51,476.92,14.97,47.01,4.37,0.00
8.51,197.75,"20,098.20",6.46,344.13,555.92,9.03,78.93,3.88,0.00
7.41,196.45,"17,465.35",6.31,355.16,300.93,13.18,80.60,3.29,0.00
,252.40,"20,197.25",2.56,350.55,454.97,12.03,69.29,5.15,0.00
7.59,190.89,"16,409.94",5.74,,402.80,13.91,95.38,4.35,0.00
7.10,249.59,"4,425.43",8.21,293.08,268.44,18.42,68.47,4.42,0.00
6.15,163.21,"48,175.85",7.15,299.57,344.72,5.16,55.53,4.82,0.00
2.38,129.86,"11,684.11",9.97,301.43,503.91,8.74,76.31,3.63,0.00
7.51,215.44,"17,017.43",7.42,335.65,483.66,14.53,66.04,4.30,0.00
7.45,225.40,"24,741.53",9.25,,402.12,15.54,87.08,3.64,0.00
4.84,136.30,"23,031.22",5.56,358.93,567.46,11.51,60.77,3.63,0.00
8.38,248.13,"27,824.19",7.10,343.06,433.45,18.66,53.30,5.70,0.00
7.95,213.07,"16,769.89",4.75,292.42,478.17,14.19,82.05,3.59,0.00
8.73,202.42,"25,521.89",3.83,326.91,461.96,16.61,104.37,3.83,0.00
6.09,207.27,"11,339.17",8.89,317.28,531.77,11.67,48.36,4.37,0.00
7.17,191.39,"14,702.06",6.56,313.87,525.03,12.63,108.27,3.08,0.00
8.33,236.53,"18,881.80",4.28,,384.73,15.12,55.51,3.41,0.00
,231.97,"21,460.84",8.67,360.67,375.08,12.18,66.86,3.96,0.00
4.56,152.91,"13,490.61",7.50,338.58,524.11,14.14,69.02,4.83,0.00
,181.08,"30,050.44",7.98,360.09,378.15,17.67,,3.52,0.00
3.68,173.68,"22,581.22",12.65,289.13,599.73,8.39,49.66,5.46,0.00
,169.36,"23,133.66",8.25,337.05,330.36,14.75,58.36,3.52,0.00
7.89,208.40,"24,974.69",7.30,,453.17,12.53,60.44,4.03,0.00
5.53,188.16,"16,113.01",8.31,,363.47,12.09,74.72,4.40,0.00
4.86,159.70,"32,886.53",7.69,,337.39,23.11,76.09,4.13,0.00
3.27,145.49,"7,408.98",12.00,336.69,433.71,10.46,,4.32,0.00
7.12,186.20,"31,528.95",6.39,335.35,380.58,19.07,75.90,4.33,0.00
7.82,200.00,"22,411.01",5.28,343.08,593.48,12.27,75.26,3.08,0.00
4.33,155.83,"13,351.41",8.60,321.79,387.52,7.81,77.88,2.61,0.00
,214.04,"10,039.54",10.13,383.75,487.42,18.92,51.49,3.26,0.00
8.84,246.07,"21,179.76",7.72,343.05,753.34,16.92,60.44,3.12,0.00
5.29,160.43,"9,265.10",9.27,358.55,464.57,11.22,67.65,3.53,0.00
7.87,182.65,"25,337.12",3.72,362.48,315.19,12.13,65.50,3.31,0.00
7.15,173.27,"30,656.16",4.74,,525.88,14.57,57.82,4.31,0.00
6.45,175.48,"25,257.65",7.63,263.40,376.52,15.76,,5.57,0.00
,189.82,"20,278.34",6.80,,314.83,10.09,46.63,4.94,1.00
5.65,171.75,"16,431.20",7.28,387.90,419.10,11.81,86.31,3.47,1.00
7.65,239.49,"15,326.93",8.93,373.44,425.34,17.88,,4.04,1.00
6.42,173.45,"19,617.31",7.40,321.87,391.67,18.45,46.35,2.67,1.00
6.85,199.78,"26,296.95",7.34,354.25,397.54,22.14,51.53,3.82,1.00
6.99,152.98,"20,389.59",2.65,331.25,460.15,15.49,69.67,3.72,1.00
5.92,111.48,"15,413.90",6.90,347.86,277.59,13.26,74.19,4.19,1.00
7.53,192.17,"38,468.41",6.62,290.64,449.32,13.06,58.77,4.15,1.00
,233.06,"36,640.37",10.00,435.12,337.66,16.64,61.07,4.85,1.00
5.32,142.81,728.75,8.40,,497.00,15.17,60.08,3.65,1.00
9.04,227.36,"34,353.84",5.57,231.05,421.66,16.33,92.64,3.71,1.00
5.95,151.69,"12,356.91",7.89,342.03,471.12,15.73,57.68,3.79,1.00
6.20,195.44,"19,331.19",9.11,342.87,425.50,17.21,85.11,4.20,1.00
9.06,246.63,"27,959.93",5.65,308.78,434.40,21.14,44.15,3.73,1.00
7.14,210.50,"17,506.61",7.30,301.64,304.24,13.08,64.23,2.96,1.00
6.23,208.67,"12,149.70",8.56,,325.34,13.25,33.38,1.64,1.00
7.78,221.84,"40,483.73",6.15,302.33,563.72,11.75,51.56,4.60,1.00
7.15,238.80,"14,708.47",8.61,450.91,365.74,14.97,53.14,2.63,1.00
4.57,134.20,"22,520.42",8.19,403.34,372.20,11.26,69.05,3.09,1.00
6.18,159.77,"21,532.52",8.06,272.44,509.77,11.01,100.00,2.95,1.00
5.57,153.78,"14,574.66",8.01,,388.05,14.20,75.56,3.42,1.00
,160.10,"26,561.57",7.19,322.09,372.62,11.46,57.15,5.14,1.00
7.19,209.68,"24,909.78",6.69,,501.79,16.09,75.67,3.96,1.00
,160.92,"13,943.24",8.40,380.77,344.15,15.21,75.58,4.14,1.00
6.99,225.92,"17,679.35",7.25,377.87,527.21,13.79,87.84,5.18,1.00
5.81,151.88,"25,419.55",7.87,313.36,494.15,14.65,77.37,3.44,1.00
7.44,211.45,"20,003.50",7.24,,524.65,13.78,49.90,3.82,1.00
4.37,144.24,"17,384.26",8.90,,402.27,13.72,55.99,3.03,1.00
6.60,174.63,"21,607.48",6.58,308.93,657.57,9.06,68.83,3.59,1.00
6.86,233.21,"22,603.65",6.63,368.11,412.43,16.93,62.56,4.31,1.00
,176.77,"19,486.19",7.96,412.41,276.59,16.71,33.56,3.89,1.00
6.79,197.30,"22,527.68",5.17,399.98,422.48,15.92,47.94,4.51,1.00
8.56,244.80,"14,254.66",7.45,315.97,500.59,18.23,57.37,2.94,1.00
,113.18,"9,943.93",6.34,354.30,415.34,19.68,23.08,3.79,1.00
8.28,242.56,"12,715.81",5.13,371.30,561.76,15.22,61.80,3.75,1.00
,157.78,"13,711.72",6.13,,289.75,13.17,60.46,5.07,1.00
6.92,158.29,"31,177.13",6.98,,531.66,11.48,60.00,3.54,1.00
5.64,159.14,"27,283.78",6.92,328.91,317.83,13.61,36.34,3.01,1.00
6.61,231.57,"26,420.81",9.58,418.24,443.32,15.67,61.36,3.45,1.00
4.95,153.21,"20,117.36",8.99,391.07,418.33,11.83,68.39,3.87,1.00
5.91,184.39,"40,847.76",7.04,331.96,563.41,21.92,58.84,3.90,1.00
,232.47,"15,873.03",6.37,313.26,365.63,10.39,59.66,4.71,1.00
5.80,156.35,"15,671.12",8.41,,571.61,17.55,74.40,2.48,1.00
5.04,154.42,"23,027.55",7.76,422.77,490.33,17.73,69.51,4.86,1.00
6.16,185.79,"37,282.52",8.24,,411.18,16.16,84.93,3.48,1.00
6.34,167.42,"16,364.16",8.10,312.39,372.51,21.89,91.07,3.36,1.00
7.61,193.66,"20,511.62",6.65,,394.60,14.32,39.50,5.40,1.00
5.78,200.40,"25,366.12",9.27,,525.53,10.68,54.08,5.06,1.00
6.45,179.53,"7,990.89",6.20,377.27,386.54,15.43,74.99,6.31,1.00
,179.58,"47,591.28",8.10,,548.87,13.80,58.22,3.69,1.00
6.92,196.32,"39,251.18",8.49,317.38,487.50,14.70,41.75,4.50,1.00
6.55,212.92,"19,236.01",7.96,,424.40,12.59,49.59,4.19,1.00
6.39,185.84,"17,258.11",7.33,330.13,326.43,11.65,47.64,3.64,1.00
6.10,160.61,"13,886.81",7.54,366.69,449.95,18.72,64.39,2.17,1.00
6.36,208.20,"23,347.17",9.00,,336.59,14.17,,3.64,1.00
6.27,190.20,"14,642.21",9.73,399.05,448.57,16.56,74.44,4.61,1.00
,161.25,"23,469.22",8.39,,448.79,13.84,70.21,3.60,1.00
7.49,197.33,"26,678.39",7.20,269.89,375.50,13.13,69.59,3.82,1.00
7.64,205.07,"17,796.37",7.16,306.80,370.56,17.49,32.92,3.95,1.00
9.10,263.82,"38,413.06",7.63,274.96,437.26,18.29,74.51,5.47,1.00
8.04,224.86,"6,879.76",8.14,418.96,360.96,12.41,73.22,3.99,1.00
7.30,149.08,"15,931.43",6.55,276.01,367.90,14.72,62.63,4.67,1.00
8.23,191.28,"16,472.19",6.86,,354.93,15.18,63.42,2.19,1.00
8.01,244.12,"30,566.77",7.71,307.99,309.93,22.64,61.58,3.42,1.00
9.25,236.10,"12,855.35",5.78,276.29,329.92,12.61,55.62,3.57,1.00
7.29,216.61,"18,979.98",7.67,358.98,384.69,14.16,53.31,3.63,1.00
4.87,114.46,"32,858.48",7.47,365.30,533.30,16.15,45.65,5.07,1.00
4.76,153.30,"22,777.53",6.84,,522.74,15.79,86.13,2.47,1.00
5.14,111.99,"11,288.63",5.84,389.23,315.23,12.98,81.16,4.51,1.00
4.89,159.32,"38,633.31",8.37,375.90,448.05,16.82,59.18,3.23,1.00
9.45,224.82,"21,379.96",5.41,227.67,431.61,15.77,52.03,4.06,1.00
7.00,219.44,"26,012.13",6.28,395.24,483.32,19.54,46.86,4.33,1.00
8.32,262.22,"21,292.83",7.08,350.33,538.79,17.68,72.34,4.15,1.00
6.64,188.91,"32,873.82",6.79,333.85,336.56,14.71,67.84,4.56,1.00
,208.20,"17,835.31",8.93,351.21,278.26,10.21,52.25,5.71,1.00
6.76,190.34,"20,666.45",6.78,,484.61,9.78,86.70,2.74,1.00
8.63,186.64,"13,688.07",6.29,254.36,392.71,12.39,53.15,3.07,1.00
9.79,254.43,"12,490.56",5.99,291.20,576.05,11.67,80.70,2.81,1.00
5.38,185.54,"36,026.40",9.65,343.49,347.57,14.00,,3.63,1.00
5.60,207.90,"36,873.56",7.63,404.67,511.44,13.52,85.35,3.90,1.00
8.59,228.68,"33,013.48",8.17,,328.56,17.13,,3.70,1.00
7.27,178.26,"27,468.68",6.04,314.39,400.62,13.67,87.13,3.92,1.00
8.06,214.82,"27,172.89",6.37,253.48,490.28,12.46,65.40,3.32,1.00
,222.27,"18,406.59",8.18,,395.45,9.48,79.85,3.71,1.00
6.34,185.68,"25,927.27",8.20,321.82,490.97,10.67,51.55,4.56,1.00
6.17,210.09,"37,922.91",6.76,,217.36,12.29,39.98,4.82,1.00
4.53,169.74,"30,301.86",7.07,413.10,385.66,17.06,70.29,3.19,1.00
8.95,205.89,"15,189.33",3.02,283.87,406.31,19.13,65.64,1.84,1.00
7.21,163.05,"14,230.42",7.35,324.10,441.52,9.79,89.92,4.46,1.00
4.24,134.89,"29,344.84",8.18,351.24,402.43,12.43,83.76,3.79,1.00
8.26,216.55,"23,556.93",5.83,333.50,450.86,8.67,39.80,3.41,1.00
7.89,220.35,"14,444.29",8.04,300.15,339.07,18.42,67.01,4.10,1.00
4.86,145.79,"14,905.26",9.83,392.67,459.29,10.45,52.29,4.70,1.00
5.23,152.09,"24,790.72",6.31,389.00,307.92,12.59,51.63,3.70,1.00
7.02,170.13,"20,169.34",5.22,378.23,512.77,15.51,64.62,4.90,1.00
4.94,166.71,"19,806.41",8.03,426.16,352.04,15.50,68.61,5.08,1.00
9.64,226.47,"30,739.69",6.85,,278.25,13.73,69.27,4.61,1.00
7.34,176.75,"18,543.50",7.13,278.36,427.93,14.77,85.68,4.98,1.00
,241.07,"22,656.71",7.29,,315.60,16.40,46.14,3.74,1.00
,181.63,"22,665.14",7.22,,521.87,10.99,76.13,3.29,1.00
8.26,208.40,"20,109.03",6.23,235.77,528.07,14.41,74.98,4.53,1.00
8.32,229.76,"15,077.85",7.05,,446.95,12.20,77.52,4.13,1.00
,114.73,"13,677.99",9.98,441.83,524.00,11.38,71.15,3.29,1.00
7.17,250.23,"22,431.03",7.70,,462.77,7.92,79.70,4.62,1.00
6.94,180.82,"15,433.13",7.14,325.52,480.88,20.30,61.52,4.18,1.00
,256.94,"13,766.33",5.08,290.31,384.91,17.73,58.35,3.98,1.00
6.89,179.63,"30,722.30",6.58,284.89,393.49,7.70,63.29,2.90,1.00
6.83,178.66,"31,461.20",7.94,302.54,415.10,19.37,,3.02,1.00
8.25,195.54,"28,327.17",5.38,281.23,588.70,18.08,70.79,4.72,1.00
8.92,278.62,"21,963.48",8.11,334.05,385.87,8.80,,5.82,1.00
7.36,234.78,"31,409.06",7.40,283.51,428.75,22.17,87.40,4.55,1.00
,168.41,"26,148.54",9.03,424.30,445.35,10.67,51.88,3.89,1.00
9.75,269.64,"10,194.33",7.98,298.08,580.00,12.56,51.35,3.42,1.00
6.84,184.39,"41,408.11",6.46,,398.05,13.17,68.89,3.41,1.00
6.91,242.09,"7,764.44",8.05,440.64,487.93,18.38,45.31,4.34,1.00
